,movieId,title,genres,rating,years
52,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,4.0,1994
53,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,3.3,1995
54,61,Eye for an Eye (1996),Drama|Thriller,3.0,1996
55,62,Mr. Holland's Opus (1995),Drama,3.3076923076923075,1995
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,2.3333333333333335,1996
57,64,Two if by Sea (1996),Comedy|Romance,1.5,1996
58,65,Bio-Dome (1996),Comedy,1.6363636363636365,1996
59,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1.5,2
60,68,French Twist (Gazon maudit) (1995),Comedy|Romance,4.0,1995
61,69,Friday (1995),Comedy,3.1666666666666665,1995
62,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,3.511627906976744,1996
63,71,Fair Game (1995),Action,1.6,1995
64,72,Kicking and Screaming (1995),Comedy|Drama,4.25,1995
65,73,"Misérables, Les (1995)",Drama|War,2.6666666666666665,1995
66,74,Bed of Roses (1996),Drama|Romance,2.9285714285714284,1996
67,75,Big Bully (1996),Comedy|Drama,1.5,1996
68,76,Screamers (1995),Action|Sci-Fi|Thriller,3.142857142857143,1995
69,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,2.75,1995
70,79,"Juror, The (1996)",Drama|Thriller,3.0,1996
71,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,2.95,1995
72,82,Antonia's Line (Antonia) (1995),Comedy|Drama,4.75,1995
73,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,2.5,1995
74,86,White Squall (1996),Action|Adventure|Drama,3.4444444444444446,1996
75,87,Dunston Checks In (1996),Children|Comedy,2.0,1996
76,88,Black Sheep (1996),Comedy,3.1153846153846154,1996
77,89,Nick of Time (1995),Action|Thriller,3.3461538461538463,1995
78,92,Mary Reilly (1996),Drama|Horror|Thriller,1.875,1996
79,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2.875,1995
80,94,Beautiful Girls (1996),Comedy|Drama|Romance,3.5,1996
81,95,Broken Arrow (1996),Action|Adventure|Thriller,2.5784313725490198,1996
82,97,"Hate (Haine, La) (1995)",Crime|Drama,4.094827586206897,1995
83,98,Shopping (1994),Action|Thriller,3.0,1994
84,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0.5,1995
85,100,City Hall (1996),Drama|Thriller,3.75,1996
86,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.403225806451613,1996
87,102,Mr. Wrong (1996),Comedy,2.5,1996
88,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.1666666666666665,1996
89,104,Happy Gilmore (1996),Comedy,3.130630630630631,1996
90,105,"Bridges of Madison County, The (1995)",Drama|Romance,3.433333333333333,1995
91,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.176470588235294,1996
92,110,Braveheart (1995),Action|Drama|War,3.8093457943925233,1995
93,111,Taxi Driver (1976),Crime|Drama|Thriller,3.955298013245033,1976
94,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,2.59375,1995
95,113,Before and After (1996),Drama|Mystery,3.0,1996
96,116,Anne Frank Remembered (1995),Documentary,4.0,1995
97,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.3333333333333335,1995
98,118,If Lucy Fell (1996),Comedy|Romance,1.5,1996
99,119,"Steal Big, Steal Little (1995)",Comedy,2.5,1995
100,120,Race the Sun (1996),Adventure|Comedy|Drama,2.5,1996
101,122,Boomerang (1992),Comedy|Romance,2.7857142857142856,1992
102,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,3.9347826086956523,1994
103,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,2.5,1995
104,125,Flirting With Disaster (1996),Comedy,3.25,1996
105,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.5714285714285716,1994
106,132,Jade (1995),Thriller,2.3,1995
107,135,Down Periscope (1996),Comedy,2.0,1996
108,140,Up Close and Personal (1996),Drama|Romance,3.0,1996
109,141,"Birdcage, The (1996)",Comedy,3.7203389830508473,1996
110,144,"Brothers McMullen, The (1995)",Comedy,3.3333333333333335,1995
111,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.2202380952380953,1995
112,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,3.75,1995
113,147,"Basketball Diaries, The (1995)",Drama,3.8333333333333335,1995
114,148,"Awfully Big Adventure, An (1995)",Drama,4.0,1995
115,150,Apollo 13 (1995),Adventure|Drama|IMAX,3.870212765957447,13
116,151,Rob Roy (1995),Action|Drama|Romance|War,3.388888888888889,1995
117,152,"Addiction, The (1995)",Drama|Horror,3.5,1995
118,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.1927083333333335,1995
119,154,Beauty of the Day (Belle de jour) (1967),Drama,3.825,1967
120,155,Beyond Rangoon (1995),Adventure|Drama|War,3.8333333333333335,1995
121,156,Blue in the Face (1995),Comedy|Drama,4.5,1995
122,157,Canadian Bacon (1995),Comedy|War,3.1666666666666665,1995
123,158,Casper (1995),Adventure|Children,2.7982456140350878,1995
124,159,Clockers (1995),Crime|Drama|Mystery,2.9375,1995
125,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.847826086956522,1995
126,161,Crimson Tide (1995),Drama|Thriller|War,3.5454545454545454,1995
127,162,Crumb (1994),Documentary,3.8043478260869565,1994
128,163,Desperado (1995),Action|Romance|Western,3.404109589041096,1995
129,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.4285714285714284,1995
130,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.6706349206349205,1995
131,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,3.4285714285714284,1995
132,168,First Knight (1995),Action|Drama|Romance,2.7115384615384617,1995
133,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.272727272727273,2
134,170,Hackers (1995),Action|Adventure|Crime|Thriller,3.3461538461538463,1995
135,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.9302325581395348,1995
136,173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.2685185185185186,1995
137,174,Jury Duty (1995),Comedy,1.9166666666666667,1995
138,175,Kids (1995),Drama,3.78125,1995
139,176,Living in Oblivion (1995),Comedy,5.0,1995
140,177,Lord of Illusions (1995),Horror,3.0,1995
141,179,Mad Love (1995),Drama|Romance,2.6666666666666665,1995
142,180,Mallrats (1995),Comedy|Romance,3.328125,1995
143,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,2.4285714285714284,1995
144,182,Moonlight and Valentino (1995),Drama|Romance,5.0,1995
145,183,Mute Witness (1994),Comedy|Horror|Thriller,5.0,1994
146,185,"Net, The (1995)",Action|Crime|Thriller,2.8365384615384617,1995
147,186,Nine Months (1995),Comedy|Romance,2.3636363636363638,1995
148,187,Party Girl (1995),Comedy,3.5,1995
149,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.3846153846153846,1995
150,190,Safe (1995),Thriller,3.0,1995
151,191,"Scarlet Letter, The (1995)",Drama|Romance,2.5,1995
152,193,Showgirls (1995),Drama,2.274193548387097,1995
153,194,Smoke (1995),Comedy|Drama,3.8076923076923075,1995
154,195,Something to Talk About (1995),Comedy|Drama|Romance,1.5,1995
155,196,Species (1995),Horror|Sci-Fi,2.383720930232558,1995
156,197,"Stars Fell on Henrietta, The (1995)",Drama,3.0,1995
157,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.55,1995
158,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.625,1964
159,200,"Tie That Binds, The (1995)",Thriller,2.0,1995
160,201,Three Wishes (1995),Drama|Fantasy,3.0,1995
161,202,Total Eclipse (1995),Drama|Romance,3.3333333333333335,1995
162,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.8181818181818183,1995
163,204,Under Siege 2: Dark Territory (1995),Action,2.1666666666666665,2
164,207,"Walk in the Clouds, A (1995)",Drama|Romance,3.15625,1995
165,208,Waterworld (1995),Action|Adventure|Sci-Fi,2.8518518518518516,1995
166,209,White Man's Burden (1995),Drama,0.75,1995
167,210,Wild Bill (1995),Western,3.75,1995
168,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,0.75,1995
169,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,2.5,1994
170,214,Before the Rain (Pred dozhdot) (1994),Drama|War,5.0,1994
171,215,Before Sunrise (1995),Drama|Romance,3.8255813953488373,1995
172,216,Billy Madison (1995),Comedy,2.8333333333333335,1995
173,217,"Babysitter, The (1995)",Drama|Thriller,3.0,1995
174,218,Boys on the Side (1995),Comedy|Drama,3.0454545454545454,1995
175,219,"Cure, The (1995)",Drama,2.6666666666666665,1995
176,220,Castle Freak (1995),Horror,2.3333333333333335,1995
177,222,Circle of Friends (1995),Drama|Romance,3.4583333333333335,1995
178,223,Clerks (1994),Comedy,3.568702290076336,1994
179,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,2.861111111111111,1995
180,225,Disclosure (1994),Drama|Thriller,2.9583333333333335,1994
181,227,Drop Zone (1994),Action|Thriller,2.357142857142857,1994
182,228,Destiny Turns on the Radio (1995),Comedy,3.0,1995
183,229,Death and the Maiden (1994),Drama|Thriller,3.9,1994
184,230,Dolores Claiborne (1995),Drama|Thriller,3.323529411764706,1995
185,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,3.0,1994
186,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,3.923076923076923,1994
187,233,Exotica (1994),Drama,3.8125,1994
188,234,Exit to Eden (1994),Comedy,3.25,1994
189,235,Ed Wood (1994),Comedy|Drama,3.642857142857143,1994
190,236,French Kiss (1995),Action|Comedy|Romance,3.1363636363636362,1995
191,237,Forget Paris (1995),Comedy|Romance,2.357142857142857,1995
192,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1.75,1995
193,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.217391304347826,1995
194,241,Fluke (1995),Children|Drama,2.75,1995
195,242,Farinelli: il castrato (1994),Drama|Musical,3.75,1994
196,243,Gordy (1995),Children|Comedy|Fantasy,1.8333333333333333,1995
197,244,Gumby: The Movie (1995),Animation|Children,0.5,1995
198,246,Hoop Dreams (1994),Documentary,3.324324324324324,1994
199,247,Heavenly Creatures (1994),Crime|Drama,3.8421052631578947,1994
200,248,Houseguest (1994),Comedy,2.6,1994
201,249,Immortal Beloved (1994),Drama|Romance,3.375,1994
202,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,2.8125,1995
203,251,"Hunted, The (1995)",Action,2.0,1995
204,252,I.Q. (1994),Comedy|Romance,3.375,1994
205,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.5330882352941178,1994
206,254,Jefferson in Paris (1995),Drama,3.0,1995
207,256,Junior (1994),Comedy|Sci-Fi,2.238095238095238,1994
208,257,Just Cause (1995),Mystery|Thriller,3.388888888888889,1995
209,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.357142857142857,1995
210,259,Kiss of Death (1995),Crime|Drama|Thriller,2.25,1995
211,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,3.8959646910466583,1977
212,261,Little Women (1994),Drama,3.6666666666666665,1994
213,262,"Little Princess, A (1995)",Children|Drama,3.4285714285714284,1995
214,263,Ladybird Ladybird (1994),Drama,4.0,1994
215,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.9,1992
216,266,Legends of the Fall (1994),Drama|Romance|War|Western,3.4420289855072466,1994
217,267,Major Payne (1995),Comedy,2.6470588235294117,1995
218,268,Little Odessa (1994),Crime|Drama,2.75,1994
219,270,Love Affair (1994),Drama|Romance,4.5,1994
220,271,Losing Isaiah (1995),Drama,1.5,1995
221,272,"Madness of King George, The (1994)",Comedy|Drama,3.409090909090909,1994
222,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.0454545454545454,1994
223,274,Man of the House (1995),Comedy,2.75,1995
224,275,Mixed Nuts (1994),Comedy,2.4285714285714284,1994
225,276,Milk Money (1994),Comedy|Romance,2.6666666666666665,1994
226,277,Miracle on 34th Street (1994),Drama,3.0833333333333335,34
227,278,Miami Rhapsody (1995),Comedy,2.25,1995
228,279,My Family (1995),Drama,3.1666666666666665,1995
229,280,Murder in the First (1995),Drama|Thriller,3.4166666666666665,1995
230,281,Nobody's Fool (1994),Comedy|Drama|Romance,3.25,1994
231,282,Nell (1994),Drama,2.8947368421052633,1994
232,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,2.0,2
233,287,Nina Takes a Lover (1994),Comedy|Romance,2.25,1994
234,288,Natural Born Killers (1994),Action|Crime|Thriller,3.5533333333333332,1994
235,289,Only You (1994),Comedy|Romance,3.8181818181818183,1994
236,290,Once Were Warriors (1994),Crime|Drama,3.9,1994
237,291,Poison Ivy II (1996),Drama|Thriller,2.0,1996
238,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,2.9910714285714284,1995
239,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.135910224438903,1994
240,294,"Perez Family, The (1995)",Comedy|Romance,2.25,1995
241,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.2001287001287,1994
242,299,Priest (1994),Drama,3.625,1994
243,300,Quiz Show (1994),Drama,3.5555555555555554,1994
244,301,Picture Bride (Bijo photo) (1994),Drama|Romance,2.5,1994
245,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.388888888888889,1994
246,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,2.9210526315789473,1995
247,304,Roommates (1995),Comedy|Drama,1.75,1995
248,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.4375,1994
249,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,3.9186046511627906,1994
250,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.93,1993
251,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.828125,1994
252,310,Rent-a-Kid (1995),Comedy,2.75,1995
253,313,"Swan Princess, The (1994)",Animation|Children,2.9545454545454546,1994
254,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,4.3,1994
255,315,"Specialist, The (1994)",Action|Drama|Thriller,2.361111111111111,1994
256,316,Stargate (1994),Action|Adventure|Sci-Fi,3.51980198019802,1994
257,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,2.6491228070175437,1994
258,318,"Shawshank Redemption, The (1994)",Crime|Drama,4.275590551181103,1994
259,319,Shallow Grave (1994),Comedy|Drama|Thriller,3.6458333333333335,1994
260,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.5,1993
261,322,Swimming with Sharks (1995),Comedy|Drama,3.388888888888889,1995
262,324,"Sum of Us, The (1994)",Comedy|Drama,3.0,1994
263,325,National Lampoon's Senior Trip (1995),Comedy,4.5,1995
264,326,To Live (Huozhe) (1994),Drama,3.8333333333333335,1994
265,327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.5555555555555554,1995
266,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.0555555555555554,1995
267,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.144230769230769,1994
268,330,Tales from the Hood (1995),Action|Crime|Horror,2.3333333333333335,1995
269,332,Village of the Damned (1995),Horror|Sci-Fi,1.875,1995
270,333,Tommy Boy (1995),Comedy,3.3333333333333335,1995
271,334,Vanya on 42nd Street (1994),Drama,4.333333333333333,42
272,337,What's Eating Gilbert Grape (1993),Drama,3.6557377049180326,1993
273,338,Virtuosity (1995),Action|Sci-Fi|Thriller,2.45,1995
274,339,While You Were Sleeping (1995),Comedy|Romance,3.1818181818181817,1995
275,340,"War, The (1994)",Adventure|Drama|War,3.3,1994
276,342,Muriel's Wedding (1994),Comedy,3.5238095238095237,1994
277,343,"Baby-Sitters Club, The (1995)",Children,3.25,1995
278,344,Ace Ventura: Pet Detective (1994),Comedy,2.9466666666666668,1994
279,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.640625,1994
280,346,Backbeat (1993),Drama|Musical,3.75,1993
281,347,Bitter Moon (1992),Drama|Film-Noir|Romance,2.8333333333333335,1992
282,348,Bullets Over Broadway (1994),Comedy,3.4285714285714284,1994
283,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.3333333333333335,1994
284,350,"Client, The (1994)",Drama|Mystery|Thriller,3.6153846153846154,1994
285,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,2.6,1994
286,352,Crooklyn (1994),Comedy|Drama,3.3333333333333335,1994
287,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.5126582278481013,1994
288,354,Cobb (1994),Drama,3.0833333333333335,1994
289,355,"Flintstones, The (1994)",Children|Comedy|Fantasy,1.8333333333333333,1994
290,356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.076370757180157,1994
291,357,Four Weddings and a Funeral (1994),Comedy|Romance,3.380434782608696,1994
292,358,Higher Learning (1995),Drama,2.625,1995
293,360,I Love Trouble (1994),Action|Comedy,2.8,1994
294,361,It Could Happen to You (1994),Comedy|Drama|Romance,3.2222222222222223,1994
295,362,"Jungle Book, The (1994)",Adventure|Children|Romance,2.611111111111111,1994
296,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,5.0,1993
297,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.9137254901960783,1994
298,365,Little Buddha (1993),Drama,2.875,1993
299,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,3.4545454545454546,7
300,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,2.925373134328358,1994
301,368,Maverick (1994),Adventure|Comedy|Western,3.2976190476190474,1994
302,369,Mrs. Parker and the Vicious Circle (1994),Drama,4.25,1994
303,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,3.1808510638297873,33
304,371,"Paper, The (1994)",Comedy|Drama,3.4444444444444446,1994
305,372,Reality Bites (1994),Comedy|Drama|Romance,3.388888888888889,1994
306,373,Red Rock West (1992),Thriller,3.5,1992
307,374,Richie Rich (1994),Children|Comedy,2.4791666666666665,1994
308,376,"River Wild, The (1994)",Action|Thriller,3.1470588235294117,1994
309,377,Speed (1994),Action|Romance|Thriller,3.2981927710843375,1994
310,378,Speechless (1994),Comedy|Romance,3.25,1994
311,379,Timecop (1994),Action|Sci-Fi|Thriller,2.764705882352941,1994
312,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.4204545454545454,1994
313,381,When a Man Loves a Woman (1994),Drama|Romance,3.230769230769231,1994
314,382,Wolf (1994),Drama|Horror|Romance|Thriller,2.8461538461538463,1994
315,383,Wyatt Earp (1994),Western,2.9166666666666665,1994
316,386,S.F.W. (1994),Drama,3.0,1994
317,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,3.7142857142857144,1965
318,391,Jason's Lyric (1994),Crime|Drama,3.25,1994
319,393,Street Fighter (1994),Action|Adventure|Fantasy,1.6538461538461537,1994
320,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1.9444444444444444,1994
321,407,In the Mouth of Madness (1995),Horror|Thriller,4.083333333333333,1995
322,408,8 Seconds (1994),Drama,3.0,8
323,409,Above the Rim (1994),Crime|Drama,2.5,1994
324,410,Addams Family Values (1993),Children|Comedy|Fantasy,3.230769230769231,1993
325,411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,3.0,1994
326,412,"Age of Innocence, The (1993)",Drama,3.2,1993
327,413,Airheads (1994),Comedy,2.90625,1994
328,414,"Air Up There, The (1994)",Comedy,2.357142857142857,1994
329,415,Another Stakeout (1993),Comedy|Thriller,2.625,1993
330,416,Bad Girls (1994),Western,3.375,1994
331,417,Barcelona (1994),Comedy|Romance,4.0,1994
332,419,"Beverly Hillbillies, The (1993)",Comedy,2.6875,1993
333,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,2.7903225806451615,1994
334,421,Black Beauty (1994),Adventure|Children|Drama,3.25,1994
335,422,Blink (1994),Thriller,3.25,1994
336,423,Blown Away (1994),Action|Thriller,3.0625,1994
337,424,Blue Chips (1994),Drama,3.75,1994
338,425,Blue Sky (1994),Drama|Romance,3.1666666666666665,1994
339,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,2.9285714285714284,1993
340,427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1.8333333333333333,1993
341,428,"Bronx Tale, A (1993)",Drama,3.5357142857142856,1993
342,429,Cabin Boy (1994),Comedy,1.7,1994
343,430,Calendar Girl (1993),Comedy|Drama,2.5,1993
344,431,Carlito's Way (1993),Crime|Drama,3.988888888888889,1993
345,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,2.4444444444444446,1994
346,433,Clean Slate (1994),Comedy,1.6666666666666667,1994
347,434,Cliffhanger (1993),Action|Adventure|Thriller,2.6363636363636362,1993
348,435,Coneheads (1993),Comedy|Sci-Fi,2.0434782608695654,1993
349,436,Color of Night (1994),Drama|Thriller,2.5,1994
350,437,Cops and Robbersons (1994),Comedy,2.0,1994
351,438,"Cowboy Way, The (1994)",Action|Comedy|Drama,2.357142857142857,1994
352,439,Dangerous Game (1993),Drama,3.0,1993
353,440,Dave (1993),Comedy|Romance,3.6911764705882355,1993
354,441,Dazed and Confused (1993),Comedy,3.858695652173913,1993
355,442,Demolition Man (1993),Action|Adventure|Sci-Fi,3.198529411764706,1993
356,443,"Endless Summer 2, The (1994)",Adventure|Documentary,4.0,2
357,444,Even Cowgirls Get the Blues (1993),Comedy|Romance,3.25,1993
358,445,Fatal Instinct (1993),Comedy,3.0,1993
359,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,3.7142857142857144,1993
360,448,Fearless (1993),Drama,3.7142857142857144,1993
361,449,Fear of a Black Hat (1994),Comedy,1.25,1994
362,450,With Honors (1994),Comedy|Drama,3.4285714285714284,1994
363,451,Flesh and Bone (1993),Drama|Mystery|Romance,3.0,1993
364,453,For Love or Money (1993),Comedy|Romance,2.75,1993
365,454,"Firm, The (1993)",Drama|Thriller,3.5694444444444446,1993
366,455,Free Willy (1993),Adventure|Children|Drama,2.5161290322580645,1993
367,456,Fresh (1994),Crime|Drama|Thriller,3.9,1994
368,457,"Fugitive, The (1993)",Thriller,3.726244343891403,1993
369,458,Geronimo: An American Legend (1993),Drama|Western,3.5,1993
370,459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,3.0,1994
371,460,Getting Even with Dad (1994),Comedy,1.5,1994
372,461,Go Fish (1994),Drama|Romance,3.0,1994
373,462,"Good Man in Africa, A (1994)",Action|Adventure,2.0,1994
374,463,Guilty as Sin (1993),Crime|Drama|Thriller,1.8333333333333333,1993
375,464,Hard Target (1993),Action|Adventure|Crime|Thriller,2.3125,1993
376,465,Heaven & Earth (1993),Action|Drama|War,3.25,1993
377,466,Hot Shots! Part Deux (1993),Action|Comedy|War,3.212121212121212,1993
378,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,3.1,1995
379,469,"House of the Spirits, The (1993)",Drama|Romance,3.3,1993
380,470,House Party 3 (1994),Comedy,0.8333333333333334,3
381,471,"Hudsucker Proxy, The (1994)",Comedy,3.585714285714286,1994
382,472,I'll Do Anything (1994),Comedy|Drama,1.0,1994
383,473,In the Army Now (1994),Comedy|War,2.1666666666666665,1994
